Personal profile,Review,Number of likes,Store name,Region
11 reviews ¡¤ 1 photo,We went to hype club today with my son! The sale assistant was really patient and helpful! Highly recommend !,,HypeClub,New York
6 reviews,The staff is incredibly helpful and had the exact shoe I was looking for! Such a great experience in this store highly recommend!! Alex is the best!,1.0,HypeClub,New York
4 reviews,Really good selection of items and even better service. They let us in early (an hour before they opened!) since we were traveling and on a tight schedule. Definitely worth a stop in to look around,2.0,HypeClub,New York
1 review,"Great selection. Great customer service.

Treats everyone who walks through the door like family.",1.0,HypeClub,New York
1 review,Worst sneaker experience I've had...see the 1 star reviews and you'll see tons of bad experiences with a rude store owner who's aggressive towards customers,2.0,HypeClub,New York
2 reviews,I¡¯ve been coming to Hype Club since they first opened and it has always been easy doing business with them! One of the best in the game!,,HypeClub,New York
1 review,"Great service, really organised sneakers, good deals",,HypeClub,New York
7 reviews,"Come get your kicks here! They treat you right, and not just like another number like at those larger chain sneaker shops",,HypeClub,New York
6 reviews ¡¤ 11 photos,I¡¯m old and I can¡¯t believe I¡¯m getting my first pair - Mocha One Nikes.  So cool! My son got pre owned Rookie of the Year Jordans - amazing pricing and awesome owners!,,HypeClub,New York
4 reviews,We have been to a few sneaker stores in NYC but none of them had so nice staff than HypeClub. We had a 10/10 experience here and will come back for sure! Thanks guys :),,HypeClub,New York
20 reviews ¡¤ 9 photos,"Awesome place, fair prices, and the staff is extremely kind to everybody. I went in to look at shoes and didn't buy anything, but I definitely would come back",2.0,HypeClub,New York
5 reviews ¡¤ 1 photo,"Alex the owner is a great man, they have great shoe selection
All street wear you need you go to them 100% ¡­",,HypeClub,New York
1 review,Amazing employees they offered me a discount because I had Zelle huge selection amazing layout perfect space in general if I could make it six stars I would,1.0,HypeClub,New York
2 reviews,"The most welcoming people i¡¯ve ever met, we came all the way from just outside london! have an amazing christmas guys!",,HypeClub,New York
1 review,Shouts out to NOAH and his partner both were very respectful and polite and this sneaker store has the best of the best and is one of the best of the best and all kickz are AUTHENTIC???? ¡­,,HypeClub,New York
3 reviews,"My best friend graduates on Friday. When I found out his cap and gown are all white I had to get him some fresh Forces for the fit. I went to every Nike and foot locker in the city, but they said nobody had em. HypeClub did. Thanks for comin through",,HypeClub,New York
5 reviews,"great service, i was able to negotiate for $ $100 off family owned and it is great",,HypeClub,New York
1 review,Helpful people and great prices on some pretty hard to get shoes,,HypeClub,New York
5 reviews,This place was amazing. We had an awful experience at the sneaker shop across the street. Right when we walked in the staff were very friendly and willing to help with anything. They had an insane collection of sneakers and fair prices. Reccomend this place very much.,2.0,HypeClub,New York
2 reviews,My shopping experience @ HypeClub was good they are very knowledgeable great customer service Greg and his boys treated us well from the moment we walked into the store they gave my son a great price on a pair Yeezy I recommend you shop there thanks guys my son is happy wit his purchase¡­,,HypeClub,New York
2 reviews,I looked everywhere for the Yeezy slides that my grandson really wanted.. I finally found it at HypeClub.. Thank you Alex for being so helpful¡­ You made my day and this was the best surprise for my grandson ?? ¡­,,HypeClub,New York
1 review,"Great service, great people and great sneakers!",,HypeClub,New York
3 reviews,"Owner and staff very kind.
Great variety.",,HypeClub,New York
1 review,walked in after going to laced up $150 less at this location definitely suggest taking a visit,,HypeClub,New York
1 review,Grey n moe was great,,HypeClub,New York
4 reviews ¡¤ 4 photos,Perfect customer service. Everyone is very friendly and they take great care of you!!! Best sneaker store I have been so far with only the best sneakers in store.,1.0,HypeClub,New York
6 reviews,Great Community and service owner us very kinds as well as the employees 109% coming again,,HypeClub,New York
7 reviews ¡¤ 3 photos,Great collection of sneakers and Merch! We came all the way from Dallas! As soon as we walked in everyone was superb! Great service and great prices! The best of Soho!,1.0,HypeClub,New York
1 review,"Simply don¡¯t buy from them. Selling everything over priced and the staff or the manager is really rude after i asked a simple question.
I don¡¯t recommend at all.",6.0,HypeClub,New York
2 reviews,Customer service is amazing super nice guys seem to be down to earth,,HypeClub,New York
1 review,BEST SNEAKER STORE IN NYC!!! the prices are amazing and they are always so nice,,HypeClub,New York
2 reviews,"Good employees, good store , good prices !! ?? ¡­",,HypeClub,New York
2 reviews,"the staff was absolutely amazing, very caring and willing to help. we are from miami but there is no place like this at home!! when i come back to NYC i will definitely be coming here again!",1.0,HypeClub,New York
4 reviews ¡¤ 1 photo,Thanks to the guys over there we¡¯re able to some sneakers I¡¯ve been looking for for a minute and at a great price!,,HypeClub,New York
2 reviews,Bought my sister¡¯s first Jordans here! The service was amazing. The owners are very nice!! Would definitely recommend.,1.0,HypeClub,New York
2 reviews ¡¤ 1 photo,Nice store and helpful sales team,,HypeClub,New York
27 reviews ¡¤ 5 photos,What a horrible service. He refused to answer my question about pricing because he feels like I¡¯m not interested to buy ?? ¡­,4.0,HypeClub,New York
1 review,Bad place to sell shoes and buy shoes with a markup of 50 dollars. A man there was rushing people to buy his shoes and didn't seem to care about his customers.,2.0,HypeClub,New York
1 review,"Great experience, the owner guessed where we were from just by our accent. Good prices too",,HypeClub,New York
1 review,"cool sneakers, cool staff & good prices",,HypeClub,New York
1 review,We bought a pair of shoes which they were the one and only store in New York who had that type and size,,HypeClub,New York
5 reviews ¡¤ 1 photo,"STAY AWAY Fake shoes pop up store !!!!!!. I called them out gave them proof from an authenticator so i can return the fakes and they threatened to call the police. Do not shop hear, they sell fakes and are rude especially the old man who is ¡­",6.0,HypeClub,New York
2 reviews,Good store especially used section,,HypeClub,New York
3 reviews,My son loved this shop!   They were so nice and the shoe selection is incredible! Highly recommend,1.0,HypeClub,New York
2 reviews ¡¤ 7 photos,Very helpful and knowledgeable staff with a good eye for style and fit. Great selection. So stoked for my new Jordan 1s!,2.0,HypeClub,New York
3 reviews,Incredible experience. Kindest people with the best sneaker knowledge. HIGHLY recommend!!,,HypeClub,New York
2 reviews,I had a great experience and the boss was a great guy and always can work out a deal with you. Definitely a spot to stop by¡­ ALL AGES!!!,1.0,HypeClub,New York
2 reviews,Alex was amazing!! Everyone in the store was so sweet and attentive to my needs!,,HypeClub,New York
1 review,"Excellent service! These guys know their stuff!
Did a sale with shimmy was a great experience will definitely return.",,HypeClub,New York
2 reviews,The place has a great collection of shoes for competitive prices. Owner is extremely friendly and a nice guy to talk to. I recommend checking it out if you¡¯re looking for new shoes.,1.0,HypeClub,New York
4 reviews,Great store and even better staff. Super friendly people. Will definitely be back.,,HypeClub,New York
3 reviews ¡¤ 2 photos,The prices in that store don¡¯t make sense and terrible customer service,2.0,HypeClub,New York
4 reviews,Great store with very nice people and there are very good sneakers. I recommend this store,,HypeClub,New York
4 reviews,Awesome experience. My nephew was guided really well in buying his first shoes himself ! Thanks again.,,HypeClub,New York
1 review,"I got scammed.  They switched the shoes size in the back for a kids size, which is cheaper.  I didn¡¯t realize it until I flew home.",,HypeClub,New York
4 reviews,The guys were extremely friendly and had great service. I was able to get hooked up and got my girl a really cool pair of sneakers!,1.0,HypeClub,New York
3 reviews,Owners are very nice and welcoming! Great store with very unique pieces.,,HypeClub,New York
1 review,"Good Customer service, funny management 20/10 would come back",,HypeClub,New York
2 reviews,"Very good service, very very friendly people. had a great conversation with the owner great vibes all around.",,HypeClub,New York
2 reviews ¡¤ 3 photos,Just Great People and Awesome sneakers,,HypeClub,New York
1 review,"Great prices, great customer service, and the owners are amazing. This is the only store I will be buying and selling from now on!",1.0,HypeClub,New York
1 review,10/10 service ¡ª went all over the city and they had the panda dunks in the forbidden size. Perfect gift.,,HypeClub,New York
Local Guide ¡¤ 6 reviews ¡¤ 25 photos,"One of the best places to find authentic rare Jordans in nYC.
The owner and his som are extremely pleasant and warm business men¡­they look like twins! ¡­",1.0,HypeClub,New York
1 review,Great customer service let me try on a lot of the shoes with no problem,,HypeClub,New York
1 review,Great prices and friendly service,,HypeClub,New York
3 reviews,This place is the real deal. They have one of the most competitive prices in Manhattan. Super friendly staff and you can actually try the shoes on. I definitely recommend this place.,1.0,HypeClub,New York
2 reviews,Cool dudes in there! Went to a couple resell spots and they were giving me a hard time and I was just trying to trade my carmines for the Dmp and they def looked out. Appreciate them,2.0,HypeClub,New York
7 reviews ¡¤ 4 photos,"Great places to find shoes that you think are not in this world anymore. Staff friendly, great price and great choice. Famille flew from belgium to come at this store and it was worth it",1.0,HypeClub,New York
1 review,"Got two pairs of shoes here, good pricing and lots of options. The workers/owners were great. Would buy from again!",2.0,HypeClub,New York
1 review,"Amazing Service , I'm happy with my purchase! HIGHLY recommend to buy the flyest sneakers here !!",,HypeClub,New York
1 review,"Great service, super friendly staff, looked everywhere for Kobe VI Grinch¡¯s for a good price in my size and they had them!",,HypeClub,New York
1 review,"So friendly, had such a great selection of shoes. Had all the sizes and styles I could ever want",1.0,HypeClub,New York
Local Guide ¡¤ 13 reviews ¡¤ 20 photos,"Always helpful and if you take your time, you¡¯ll find some hidden gems here! 2 for 2 for me so far ???????? ¡­",,HypeClub,New York
2 reviews,Great customer service,,HypeClub,New York
Local Guide ¡¤ 18 reviews ¡¤ 2 photos,"Fantastic! More competitive prices than Laced Up, great vibes, great customer service :)",,HypeClub,New York
2 reviews,"My experience in this shop was great. I found the shoes I was looking for and I was helped in finding the perfect number. Greetings from Naples, Italy ???????? ¡­",1.0,HypeClub,New York
2 reviews,"Very smooth experience at Hype club, workers were extremely helpful finding sizes and accomodating to all requests. Definitely recommend hype club !",,HypeClub,New York
1 review,Great service! Thanks you so much. Will be back for sure,,HypeClub,New York
1 review,Amazing store with the best prices. Flew all the way from Bermuda to shop here! Highly recommend.,,HypeClub,New York
1 review,"The selections were great for good prices, everyone was chill except the old white salesman that was annoying to converse with.",,HypeClub,New York
3 reviews,Great customer service and they have the best prices in town. It was a pleasure doing business at HypeClub.,,HypeClub,New York
1 review,"Staff was amazing, great shoes. Definitely recommend",1.0,HypeClub,New York
6 reviews ¡¤ 3 photos,"Excellent ! I managed to find the sneakers I was looking for for 2 years, the prices are very interesting and there is a large choice. Totally worth it, I highly recommend this store.",,HypeClub,New York
2 reviews,Thanks to the staff at HypeClub I was in and out with exactly what I was looking for. I will say that the price for sz swap was a bit more steep compared to other places but they were the only location that had the shoe I was looking for and the size I needed. Thanks David!,1.0,HypeClub,New York
1 review,Feels like a real genuine family store. Answered all questions and helped move along my purchase by trying the shoe on. Will be returning on my next trip to NY.,1.0,HypeClub,New York
1 review,"Went to 5 sneakers stores and by far, this was the best!
Family owned & operated, so nice to see!",,HypeClub,New York
1 review,"Great experience, price was fair",,HypeClub,New York
2 reviews,"Amazing, very family like business. Great prices and workers are very helpful",,HypeClub,New York
2 reviews,I'd give 0 stars if I could. Worst customer service with beat up overpriced shoes! Stick to stock x or goat.,6.0,HypeClub,New York
4 reviews,"Thanks a lot to Alex and his amazing team and super collection of rare sneakers. We will come back soon
Romain and Adrien From Paris France",1.0,HypeClub,New York
1 review,They were amazing! I¡¯m a sneaker head from Alabama and looked for a specific shoe all over NYC and they had it at the cheapest price in the city!,,HypeClub,New York
1 review,"It was a quick get in and get out, it was an absolute pleasure to get them Yeezy Carbons which i wasnt able to find in the right size.
100% recommend.",,HypeClub,New York
2 reviews,So friendly- great to do business with- not pretentious like so many other sneaker stores!,,HypeClub,New York
4 reviews ¡¤ 1 photo,"Alex was helpful, personable and a pleasure to chat with. Great selection in the store, will definitely be back next time I¡¯m in town.",1.0,HypeClub,New York
1 review,"Amazing store, great prices and availability. Found the shoes I¡¯d been looking for at a great price. Awesome customer service",1.0,HypeClub,New York
3 reviews ¡¤ 1 photo,"Great service, great shoes and good company. I¡¯ll come here every time I need a pair",,HypeClub,New York
"Local Guide ¡¤ 294 reviews ¡¤ 1,582 photos",HypeClub was very expensive for no reason. Lot of good selection. But is it worth the price.,1.0,HypeClub,New York
3 reviews,Great family shop. Traveled here from colorado amazing service and great prices. Decently recommend!,1.0,HypeClub,New York
1 review,Helped me out so much would 100% buy from them again! Everyone was super nice,,HypeClub,New York
1 review,"Great prices, great customer service and even held a pair of shoes for me. Would recommend",,HypeClub,New York
1 review,"Very nice store. Good choice of shoes for people with bigger sizes (us 12,13,14,15). Owner and sellers are very friendly.",,HypeClub,New York
3 reviews,"Great Store, many different options of Sneakers to choose from. Extremely friendly staff and overall welcoming environment.",,HypeClub,New York
8 reviews ¡¤ 5 photos,Sold me a very sneakily stained essentials hoodie and weren¡¯t interested in helping me once I realised this.,1.0,HypeClub,New York
1 review,Very awesome store! Staff was very friendly and helpful! Great selection choices and prices,,HypeClub,New York
1 review,Great focused environment with nice shoes. Would recommend,,HypeClub,New York
7 reviews ¡¤ 1 photo,Fun place with wonderful people helping!  Definitely stop by,,HypeClub,New York
1 review,Extremely helpful & loved the prices compared to other resellers,,HypeClub,New York
2 reviews,Best experience amazing hospitality- will deff be telling everyone about this place and deff will be back for another purchase - clean shoes better than a lot of places in the city,,HypeClub,New York
1 review,Really good deals and service is excellent. Definitely coming back here to get more kicks,,HypeClub,New York
3 reviews,"Came all the way from SF to shop at Hype Club. Picked up the OW Air Max 90 Ore. Family owned, great collection, good vibes ?? ¡­",1.0,HypeClub,New York
1 review,"The owners let us in after they were closed, and found the Yeezys I¡¯ve been looking for all day. Great store, great service !",1.0,HypeClub,New York
2 reviews,Amazing prices great service nice people,,HypeClub,New York
3 reviews,"Great prices, wide variety, and a neat spot. Must hit for sneaker heads visiting NY",,HypeClub,New York
6 reviews ¡¤ 4 photos,"This place has a nice selection and the team is helpful and kind. I¡¯ll definitely be back, to my wallet¡¯s dismay¡­",,HypeClub,New York
2 reviews,"Amazing service, came all the way from Belgium to find nice sneakers in NYC and found this super cute store with super nice staff and great offers",,HypeClub,New York
5 reviews ¡¤ 1 photo,Great Experience!! Very nice and patient. I am happy with my new Yeezys :),,HypeClub,New York
2 reviews,Came all the way from Houston to shop in this amazing store ! They are super nice (:,,HypeClub,New York
2 reviews,Awesome store great selection and lots of sizes .. staff was helpful and  friendly.. if your a sneaker head .. must go !,,HypeClub,New York
1 review,Very good service and big selection. A lot better than the big brands,,HypeClub,New York
2 reviews,"Tutto bellissimo, personale gentile e disponibile.
We¡¯re from Italy and we were amazed by this place.
Congrats and thank u so much
See ya ??",,HypeClub,New York
3 reviews,Walking into Hypeclub was welcoming and they did a good job finding us the shoe we were looking for with great prices. Good looking Alex !,2.0,HypeClub,New York
Local Guide ¡¤ 30 reviews ¡¤ 18 photos,Great bunch of guys awesome shoes would highly recommend,,HypeClub,New York
7 reviews ¡¤ 1 photo,"Great family store, great attitude and they treat you as family not as a costumer. 100% satisfied.",,HypeClub,New York
Local Guide ¡¤ 169 reviews ¡¤ 185 photos,"Travelled from the UK and got a great deal, fantastic service, wonderfully friendly staff and amazing range of stock!",,HypeClub,New York
1 review,great olive sneakers :),,HypeClub,New York
3 reviews,Great service. Flexible and prof. Highly recommended for your NY sneakers shopping experience!,1.0,HypeClub,New York
3 reviews,"Very nice people, had a pair of turbo green jordan 1 i was just looking for in my size",,HypeClub,New York
5 reviews ¡¤ 1 photo,Amazing shoes and great team !!! Thanks guys,,HypeClub,New York
1 review,Hype club is a dope new shoe store. the people that work there are friendly and they make you feel welcomed. Highly recommend!!,1.0,HypeClub,New York
2 reviews,"Great shop, great shoes, great people?? ¡­",,HypeClub,New York
1 review,very good customer service and a great selection of shoes.,,HypeClub,New York
2 reviews,"Great employees, easy to talk to and really good prices. Would go again??",,HypeClub,New York
1 review,Valid trade for my dream shoe amazing store will definitely recommend this store,,HypeClub,New York
3 reviews,"Amazing experience here, lots of love. 10/10 recommended!",,HypeClub,New York
4 reviews ¡¤ 1 photo,Friendly staff. Always loved the energy they give off to their customers whenever I¡¯m in there including myself. Bought some dunks today tho?? ¡­,1.0,HypeClub,New York
1 review,"really great experience. owners are super helpful and nice, definitely will come back again :)",1.0,HypeClub,New York
1 review,All the way from mobile Alabama to the best sneaker shop in the world. Great experience kind staff and all auburn fans,1.0,HypeClub,New York
13 reviews,"Awful people and crazy prices, changed my mind about selling a shoe realized I wanted to wear it and then the old man behind the desk had an aneurysm and called me stupid. Will NOT be going back.",2.0,HypeClub,New York
3 reviews,"Wonderful experience nice stafff, will be returning soon!",,HypeClub,New York
1 review,Bought my yeezys here really nice price and authentic products,,HypeClub,New York
2 reviews,Got my dream shoes here and they gave me a steal and they are really great at what they do,,HypeClub,New York
1 review,AMAZING PLACE very nice people straight forward got the job done definitely come again,,HypeClub,New York
7 reviews,"Amazing and very unique shoes! Thanks Alex for his precious recommendations!!
Best Jordan Store I ever see in NY",1.0,HypeClub,New York
1 review,It was amazing! They are so friendly and makes you comfortable in the store!!,,HypeClub,New York
1 review,"great service, very good prices and i felt welcome the whole time",,HypeClub,New York
3 reviews,"Great, friendly service from the staff and pretty decent prices on the shoes",1.0,HypeClub,New York
1 review,"great service and stock, Alex was super helpful and nice to talk to. Definitely worth stopping by!",,HypeClub,New York
11 reviews,Great selection - good pricing - good people.,,HypeClub,New York
2 reviews,Great shoes great prices great service,,HypeClub,New York
1 review,"Great place, moe was super nice and I got a great steal on some hyperdunks",,HypeClub,New York
6 reviews ¡¤ 1 photo,great atmosphere great store! #1 sneaker store in nyc amazing prices!!,,HypeClub,New York
4 reviews,Moe was super helpful! Great customer service!,,HypeClub,New York
2 reviews,Bought some awesome Pandas! Alex was a great help,,HypeClub,New York
1 review,"Nothing to comment, everything was perfect ??, will definitely come back. ¡­",,HypeClub,New York
9 reviews ¡¤ 3 photos,Super great group of people. Beyond friendly! Almost like I was talking to family. Love this place.,,HypeClub,New York
1 review,amazing service and great range of shoes coming from Australia,,HypeClub,New York
1 review,"the coolest place ever!
they have the best service and the workers are so nice and helpful ???? ¡­",,HypeClub,New York
3 reviews,"Awesome store, great selection and great customer service.",,HypeClub,New York
Local Guide ¡¤ 7 reviews ¡¤ 9 photos,The employees where very friendly especially the owner. If ever in need of sneakers I truly recommend to check out this store!,,HypeClub,New York
2 reviews,"Amazing service, so kind. It was a pleasure  shopping at your store. Will be back for sure for another pair of yeezy",1.0,HypeClub,New York
7 reviews ¡¤ 1 photo,"Amazing experience, good advice, and they have the best dunk low",,HypeClub,New York
2 reviews,Great collection of sneakers great service,,HypeClub,New York
8 reviews ¡¤ 4 photos,"Great store, lots of variety and very nice people!!",,HypeClub,New York
1 review ¡¤ 2 photos,"Impressive selection, cool displays. Merchandise always changing, fun to stop in often to find that must have item!!",1.0,HypeClub,New York
1 review,This store is amazing the shoes are beautiful and the staff is very nice. The best place to be,,HypeClub,New York
1 review,"They have obviously fake shoes. I called them out and they threatened to call the police. Do not shop hear, they sell fakes and are rude. But I like i layout of the store.",4.0,HypeClub,New York
3 reviews,Very friendly staff. Great customer service. Would 100% recommend.,,HypeClub,New York
5 reviews ¡¤ 2 photos,Amazing experience very well informed in sneaker knowledge check this spot out if you are every in the city!,1.0,HypeClub,New York
1 review,"Rad place, good folks, nice pre owned!",,HypeClub,New York
5 reviews,Great experience! Alex was very helpful and awesome selection of shoes,,HypeClub,New York
1 review,"Great experience, awesome prices and better people.",,HypeClub,New York
3 reviews,The staff is super knowledgeable and nice. And the shoes are amazing. Definitely have to visit when you are in NYC.,1.0,HypeClub,New York
1 review,Hi I am from denmark and i promise you this is the best sneaker store in new York. They are very kind.,,HypeClub,New York
5 reviews,"Great service provided by Alex, high quality products and very satisfied customer",1.0,HypeClub,New York
1 review,"A very personal service, very humble people. Awesome experience. Thank you",1.0,HypeClub,New York
5 reviews,"The hype club has amazing staff, best sneakers, and everything just felt Amazing! I highly recommend 6 ??",1.0,HypeClub,New York
Local Guide ¡¤ 29 reviews,"These guys cool as hell, take time to help you find heat! Not stuck up like a lot of exclusive shops, i will be back!",1.0,HypeClub,New York
1 review,friendly staff. good selection,,HypeClub,New York
3 reviews,"Felt right at home! Great people, great prices",,HypeClub,New York
2 reviews,Best sneaker buying experience I¡¯ve had. Family owned business and priced right and solid choices.,,HypeClub,New York
2 reviews,Nice exclusive heat,,HypeClub,New York
2 reviews,"Speedy service, and they had exactly what I was looking for. I wear kids sizes and I managed to find something that fits comfortably.",,HypeClub,New York
2 reviews,"Fake reviews.
Bad customer service, the guy is rude.
Spend your money elsewhere.",4.0,HypeClub,New York
Local Guide ¡¤ 43 reviews ¡¤ 5 photos,Alex was amazing and helped me with finding the best Jordan¡¯s - thank you!,,HypeClub,New York
2 reviews,Great place. Very helpful and friendly staff. Thank you?? ¡­,,HypeClub,New York
2 reviews,"Worst customer service ??
The seller over there was really rude and yelled at me for no reason ! ¡­",3.0,HypeClub,New York
5 reviews,Very good service with beautiful and authentic shoes! Definitely worth it buying your sneakers at HypeClub!,,HypeClub,New York
7 reviews,Truly lowest prices in NYC and large selection including hard to find. Personal attention.,,HypeClub,New York
7 reviews,"This place is awesome. Got a few shoes here and love the people here.

Super dog friendly too.",1.0,HypeClub,New York
4 reviews,Very good place,1.0,HypeClub,New York
7 reviews,Everyone here is so helpful! We left with so many great items. We will definitely come back here again.,,HypeClub,New York
1 review,Mole did great for selecting me the Yeezy¡¯s,,HypeClub,New York
1 review,"we flew from Latvia for this store, to visit hypeclub totally worth it!!! Got new shoes and love them!!",,HypeClub,New York
2 reviews,Great selection of sneakers!,,HypeClub,New York
3 reviews,They were so helpful - great sneaker buying experience!,,HypeClub,New York
Local Guide ¡¤ 8 reviews,"Really good store, amazing service super nice people and great collection of shoes and good prices!",1.0,HypeClub,New York
4 reviews ¡¤ 4 photos,"Extremly kind people, very usefull
I recommend 100% if you're searching for an uniq piece of sneaker ?? ¡­",,HypeClub,New York
2 reviews ¡¤ 1 photo,Very nice and helpful,,HypeClub,New York
2 reviews,"Came from Miami, extremely friendly people and great customer service, dope sneakers, best of all worlds",,HypeClub,New York
1 review,Untidy store and very rude owner! I urge you not to go to this store,3.0,HypeClub,New York
3 reviews,Excellent service and more than happy to help on any options - highly recommended,,HypeClub,New York
8 reviews ¡¤ 7 photos,"Went down the road and visited here, HypeClub got the best prices, 100 dollars cheaper compared to other places for the same product",,HypeClub,New York
2 reviews,"Great experience, my husband and son found what they were looking for. Visiting from California  !",,HypeClub,New York
6 reviews ¡¤ 1 photo,Amazing service! I was looking everywhere for these shoes and I found them!!!! ???????? ¡­,,HypeClub,New York
1 review,Awesome store with great staff!,,HypeClub,New York
2 reviews,"Nice store, Friendly People and espacially nice shoe¡¯s ?? greetings from Belgium ¡­",,HypeClub,New York
Local Guide ¡¤ 19 reviews ¡¤ 7 photos,"Great sneaker shop, I liked their variety and prices.",,HypeClub,New York
1 review,Great shoes good price,,HypeClub,New York
1 review,everyone that give 5 star is a bot,,HypeClub,New York
2 reviews ¡¤ 3 photos,amazing service really good quality of shoes,,HypeClub,New York
1 review,What a nice welcoming professional shop! Thank you so much!,,HypeClub,New York
1 review,"Amazing customer service, great selection of shoes.",,HypeClub,New York
Local Guide ¡¤ 69 reviews ¡¤ 155 photos,"Manager is very unpleasant to all customers, close to insulting when we are not buying.",3.0,HypeClub,New York
8 reviews,"Cool people, rare kicks and clothes. Prices are great and new building is super nice!",,HypeClub,New York
1 review,Best sneaker store in town! Great service and fair prices.,,HypeClub,New York
1 review,"Fire selection, great prices! Owner and workers are super nice?? ¡­",,HypeClub,New York
2 reviews,Great place!,,HypeClub,New York
2 reviews,The manager spoke so rudely to the customers it's the first time I see someone with so few respect.,3.0,HypeClub,New York
1 review,"Great customer service, employees very helpful and friendly too.",,HypeClub,New York
2 reviews,"Great service, great guys.. thank you so much ?? ¡­",,HypeClub,New York
1 review,"Very nice, very helpful. Good selection",,HypeClub,New York
1 review,"Came through and the guys were really helpful and showed love, definitely sliding back",,HypeClub,New York
4 reviews,Greta experience and friendly staff ?? thanks for all your help! ¡­,,HypeClub,New York
1 review,This is the absolute best store in NYC. Wouldn¡¯t go anywhere else.,,HypeClub,New York
1 review,Excellent customer service and great people! Thanks Jane F. Bay Area,,HypeClub,New York
5 reviews,"Great, friendly service! Great shopping experience!",,HypeClub,New York
2 reviews,Got my favorite sneakers used for a great price eggplant phoamposites????????????????. ¡­,1.0,HypeClub,New York
6 reviews,My son loves shoes and this store has great prices and great customer service.,1.0,HypeClub,New York
2 reviews,"Great time, amazing people, great deal ?? ¡­",,HypeClub,New York
1 review,"-Great Customer
-They Treat Me With Great Service
-I Would Recommend People To Go This Store",1.0,HypeClub,New York
3 reviews,Best sneakers in town ! Very good and helpful guys !,,HypeClub,New York
1 review,Gave me a great deal for a trade on some Travis 6s. Best prices in SoHo!!!,1.0,HypeClub,New York
Local Guide ¡¤ 26 reviews ¡¤ 2 photos,Good variety but I found the shoe I wanted for $70 cheaper down the street,,HypeClub,New York
2 reviews,Best shoe store in NY came all the way from LA and copped some off white prestos !,,HypeClub,New York
2 reviews,amazing store great selection of shoes. will come again,,HypeClub,New York
2 reviews,Good environment.. they appreciate the customer.. amazing prices.. a must visit place,1.0,HypeClub,New York
1 review,Hands down The best sneakers store in NYC !! They got all the hard to get sneakers!!,,HypeClub,New York
9 reviews,"Great customer service, Darnell gave me options. Great service and shoes",,HypeClub,New York
2 reviews,Amazing customer service and friendly vibe!,,HypeClub,New York
3 reviews,Good prices for my shoes. Had what I wanted would recommend,,HypeClub,New York
1 review,super nice place and very welcoming got some fireeee kicks for my mom,,HypeClub,New York
4 reviews,amazing variety and service. Well done,,HypeClub,New York
8 reviews ¡¤ 1 photo,My son really loves this store.,,HypeClub,New York
1 review,Service was great. Cost of shoes isn¡¯t marked up like the rest NY as well.,1.0,HypeClub,New York
1 review,Great place. The shoes are at a really good price and a huge variety.,1.0,HypeClub,New York
2 reviews,Great experience ! So helpful too! Thank you,,HypeClub,New York
1 review,They cashed me out on my shoes super nice will recommend,,HypeClub,New York
1 review,Came in and received great service! Alex was very informative,,HypeClub,New York
1 review,"Anyone looking to buy some dope sneakers, check them out! Great pricing, very friendly, and very helpful!!!!",2.0,HypeClub,New York
1 review,Do you like to spend money on shoes that have no life left for like 1000 if you do come here and the dirty attitude that comes out there mouths literally I don¡¯t want to use harsh language ¡°poop¡± coming out there mouthes so I use and disrespectful,2.0,HypeClub,New York
3 reviews,Best sneakers shop. Nice people. Good prices as well.,,HypeClub,New York
5 reviews ¡¤ 1 photo,Alex is a joy. Helped me find the coolest shoes on the block. #firedunks,,HypeClub,New York
4 reviews,Grey was awesome to help us!!,,HypeClub,New York
2 reviews,Great management and great overall experience for buying or selling sneakers,,HypeClub,New York
1 review,"very nice service, quick, affordable and an overall great experience",,HypeClub,New York
1 review,Alex was a great help to us! Will be coming back!,,HypeClub,New York
2 reviews,"Great store , great staff it was a great experience thanks to all the staff and manager",,HypeClub,New York
2 reviews ¡¤ 1 photo,If I could give them 0 stars I would. Unprofessional and overpriced.,2.0,HypeClub,New York
2 reviews ¡¤ 1 photo,Best sneaker store in the city,,HypeClub,New York
Local Guide ¡¤ 32 reviews ¡¤ 2 photos,Best sneakers store in town !!!,,HypeClub,New York
5 reviews,"Great service, reasonable prices, awesome staff!! Greetings from Guatemala!!",,HypeClub,New York
1 review,Great selection of product and very friendly and helpful staff.,1.0,HypeClub,New York
1 review,I bought the Easter dunks and they have some of the best pricing in New York!,1.0,HypeClub,New York
2 reviews,"Amazing service, the funniest and sweetest people found here!",,HypeClub,New York
6 reviews,"Amazing shop , huge choice, good mood and good people",,HypeClub,New York
1 review,Great service and the guys were great,,HypeClub,New York
1 review,"Extremely nice service, worth a visit",,HypeClub,New York
1 review,Very nice stuff:) And of course - amazing shoes,,HypeClub,New York
7 reviews ¡¤ 12 photos,We had a great experience! Great people.,,HypeClub,New York
2 reviews,If you¡¯re looking for some good kicks - this is the spot.,,HypeClub,New York
1 review,Excellent service!! Everyone is so kind and polite.,,HypeClub,New York
3 reviews,"Great service, friendly staff. Prices are also on point.",1.0,HypeClub,New York
6 reviews ¡¤ 4 photos,Not professional very rude especially the father and son,1.0,HypeClub,New York
1 review,Very friendly family owned.,,HypeClub,New York
2 reviews,Great environment. Good deals. Zach hooked it up,,HypeClub,New York
